,Description,Category,Meta_Url,Source Code,Repository,Languages
322," The Google Custom Search .NET code sample offers instructions to download the library, browse the .NET documentation, and interact with the API. To download the library, developers need to install a NuGet package available on the Google.Apis.customsearch.","Search, Customization",https://www.programmableweb.com/sample-source-code/google-custom-search-.net-code-sample-google,https://developers.google.com/api-client-library/dotnet/apis/customsearch/v1,,.Net
323," Google Custom Search Java sample code is available to interact with the API features of search, customization, and subscription. The Google Custom Search adds a search box to the homepage of a website with the goal to help people locate content immediately in the site. It can also find information o a collection of sites.","Search, Customization",https://www.programmableweb.com/sample-source-code/google-custom-search-java-sample-code-google,https://developers.google.com/api-client-library/java/apis/customsearch/v1,,Java
324, The Betfair C# Sample Code by Betfair demonstrates how to interact with the API. It aims to simplify understanding using a console application. The code shows sent requests and JSON responses. Resources display how to run the example with .NET installed. Added to the official site by Gordon Mack.,"Gambling, Games, Sports",https://www.programmableweb.com/sample-source-code/betfair-c-sample-code-betfair,https://api.developer.betfair.com/services/webapps/docs/pages/viewpage.action?pa...,,C#
325," The MapQuest JavaScript sample code by MapQuest offers a number of alternatives to interact with the API. Some of them include geolocation and traffic controls, optimized routes, and search by drive time. Mapping, real time, and viewer API features could help users to start with the sample code. As MapQuest suggests, developers can benefit from using the sample code while reading the documents.","Mapping, Real Time, Viewer",https://www.programmableweb.com/sample-source-code/mapquest-javascript-sample-code-mapquest,http://developer.mapquest.com/web/products,,JavaScript
326," This is a Google Visualization JavaScript code example by Google that allows users to access JavaScript data in web pages. Using the Google Visualization API, developers will be able to create gadgets as well. Contents include examples of customized table, interaction, query wrapper, table query, and mouse over toolkit.","Visualizations, Charts, Graphics",https://www.programmableweb.com/sample-source-code/google-visualization-javascript-code-example-google,https://developers.google.com/chart/interactive/docs/examples,,JavaScript
327," The iCloud iOS Code Sample by n.evermind offers overview, UIdocument, and view controller. This sample code targets beginners who have never worked with iCloud. It could be also useful for developers who have two choices to work with the file structure: using the sandbox vs. using the cloud. This is a thread found on stackoverflow that includes sample code, tips, and users' comments.","Cloud, Integration, Storage",https://www.programmableweb.com/sample-source-code/icloud-ios-code-sample-n.evermind,http://stackoverflow.com/questions/7795629/icloud-basics-and-code-sample,,Objective-C
328," The tutorial, ""How-to Program in iOS with iCloud"" displays information related to what iCloud can do for developers, the kinds of storage, how to enable iCloud, how to create a simple Note app, the design of user interface, and how to create view controller classes. Available how to test the Note app for revisions and improvement.","Cloud, Integration, Storage",https://www.programmableweb.com/sample-source-code/program-ios-icloud,http://www.appcoda.com/icloud-programming-ios-intro-tutorial/,,Objective-C
329, Yelp PHP code sample by Virginia Tam. Users could benefit from what the Yelp API has to offer. Includes to find places that offer a Yeal deal and identify businesses that have been registered with Yelp.com. This sample code aims to show the efficiency of business search using the Yelp Business API.,"Recommendations, eCommerce, Localization",https://www.programmableweb.com/sample-source-code/yelp-php-code-sample-virginia-tam,https://github.com/Yelp/yelp-api/tree/master/v2/php,,PHP
330," The Yelp Java code sample by Michael Tehranian recently added the Business API call in 2014. The link to the API documentation can discover up to 40 geographical results, limit results that offer deals, and sort results by best match. OAuth 1.0 is required to authenticate securely.","Recommendations, eCommerce, Localization",https://www.programmableweb.com/sample-source-code/yelp-java-code-sample-michael-tehranian,https://github.com/Yelp/yelp-api/tree/master/v2/java,,Java
331, Yelp Python code sample by Kriti Godey. With representations to work with the Search API with the aim to find locations and the Business API to discover additional data from the search query. Steps to run the code include installation and running the code with specific arguments.,"Recommendations, eCommerce, Localization",https://www.programmableweb.com/sample-source-code/yelp-python-code-sample-kriti-godey,https://github.com/Yelp/yelp-api/tree/master/v2/python,,Python
332," Expedia #C .NET Example Code is a guide created on .NET framework 4.0 that aims to work on almost all frameworks. In particular, this code serves for reservation requests purposes. Includes responses and methods. More information available on MSDN Knowledgebase.","Travel, Booking, Referrals, Reservations",https://www.programmableweb.com/sample-source-code/expedia-c-.net-reservation-request-example-code,http://70.42.224.32/xmldocs/example/v3-cSharpNet.html,,".Net, C#"
333," Expedia JavaScript Sample Code uses the travel.ian.com currency converter with the aim to facilitate developers' travel projects in web and mobile. From US dollar to Taiwan dollar. Over 15 currencies available on the converter that includes JavaScript function, page link, and HTML pop up.","Travel, Booking, Reference, Referrals",https://www.programmableweb.com/sample-source-code/expedia-javascript-currency-sample-code,http://70.42.224.32/xmldocs/example/currencyConverter.html,,JavaScript
334," This tutorial works with both iPhone and iPad, allowing it to run on any device with iOS 7 installed on it. The tutorial covers how to install a QR reader within applications using the AVFoundation Framework by Apple.",QR Codes,https://www.programmableweb.com/sample-source-code/scan-qr-code-using-avfoundation-framework,http://www.appcoda.com/qr-code-ios-programming-tutorial/,,Objective-C
335, This ProfitBricks SOAP API sample code demonstrates how to use JAVA programming language to create a Data Center Request.,"Storage, Backup, Cloud, Hosting",https://www.programmableweb.com/sample-source-code/profitbricks-jclouds-java-source-code,https://devops.profitbricks.com/libraries/jclouds/#example,,Java
336," The Bing Maps C# Pixel to Location source code demonstrates a pixel conversion to a longitude and latitude location, using Bing Maps SDK and C# programming languages. Bing Maps SDK, Windows 8, and Visual Studio is required to use this source code.","Mapping, Localization, Location",https://www.programmableweb.com/sample-source-code/microsoft-bing-maps-sdk-c-pixel-to-location-sample,https://code.msdn.microsoft.com/bing/Bing-Maps-C-Pixel-to-3eb9fff0,,C#
337," Bing Maps C# Map Style source code demonstrates how to use Bing Maps SDK and C# programming language to produce aerial and road imagery on a Bing map. This source code requires Bing Maps SDK, Windows 8, and Visual Studio.","Mapping, Localization, Location",https://www.programmableweb.com/sample-source-code/microsoft-bing-maps-sdk-c-style-sample,https://code.msdn.microsoft.com/bing/Bing-Maps-MapStyle-Sample-97075a4c,,C#
338," This Bing Maps C# Landmark Events source code demonstrates how to handle the LandmarkTapped event using C# programming language and Bing Maps SDK. To use this source code Bing Maps SDK, Windows 8, and Visual Studio is needed.","Mapping, Localization, Location",https://www.programmableweb.com/sample-source-code/microsoft-bing-maps-sdk-c-landmark-events-sample,https://code.msdn.microsoft.com/bing/Bing-Maps-C-Landmark-ea78e969,,C#
339," The Bing Maps C# Traffic Sample shows how to create a traffic layer overlay on a Bing map control by using Bing Maps SDK and C#. To use this source code Bing Maps SDK, Windows 8 , and Visual Studio is needed.","Mapping, Localization, Location",https://www.programmableweb.com/sample-source-code/microsoft-bing-maps-sdk-c-traffic-sample,https://code.msdn.microsoft.com/bing/Bing-Maps-Traffic-Sample-4d355479,,C#
340," The Bing Maps C# Map Shapes Sample supplies C# programming language source code to add polygons, polylines, and additional shapes to Bing Maps. The sample code also differentiates between valid and invalid polygons. Bing Maps SDK, Windows 8, and Visual Studio are needed to use this sample code.","Mapping, Localization, Location",https://www.programmableweb.com/sample-source-code/microsoft-bing-maps-sdk-c-map-shapes-sample,https://code.msdn.microsoft.com/bing/Bing-Maps-C-Map-Shapes-de798009,,C#
341," Bing Maps for JavaScript source code sample provides all code necessary to use JavaScript programming language to Bing Maps SDK to add Bing Maps to apps. This source code requires Bing Maps SDK, Windows 8, and Visual Studio 2012.","Mapping, Localization, Location",https://www.programmableweb.com/sample-source-code/microsoft-bing-maps-sdk-javascript-code-sample,https://code.msdn.microsoft.com/bing/Bing-Maps-for-JavaScript-84f1effc,,JavaScript
342," The Bing Maps C# Rotate Map source code sample demonstrated how to create and rotate a bird's eye map on Bing Maps. This source code requires Bing Maps SDK, Windows 8, and Visual Studio 2012.","Mapping, Localization, Location",https://www.programmableweb.com/sample-source-code/microsoft-bing-maps-sdk-c-rotate-map-sample,https://code.msdn.microsoft.com/bing/Bing-Maps-RotateMap-Sample-86e95451,,C#
343," This Microsoft Bing Maps SDK C# GPX Route Viewer code sample allows a GPX file to be read and to display its associated contents on a Bing map as a route. To use this code you must have the Bing Maps SDK, Windows 8 and Visual Studio 2012.","Mapping, Localization, Location",https://www.programmableweb.com/sample-source-code/microsoft-bing-maps-sdk-c-gpx-route-viewer-sample-code,https://code.msdn.microsoft.com/bing/Bing-Maps-LocationTracking-1e490efd,,C#
344, This Microsoft Bing Maps SDK C# Location Tracking code sample demonstrates code necessary to show current location on a Bing map using C# and Bing Maps SDK.,"Mapping, Localization, Location",https://www.programmableweb.com/sample-source-code/microsoft-bing-maps-sdk-c-location-tracking-code-sample,https://code.msdn.microsoft.com/bing/Bing-Maps-LocationTracking-1e490efd,,C#
345, Xverify PHP Sample Code by Xverify is a working PHP code example that developers can download to help them get started integrating with the Xverify API.,"Email, Intelligence, Real Time, Security, Tools, Verification",https://www.programmableweb.com/sample-source-code/xverify-php-sample-code-xverify,http://www.xverify.com/developer_documentation.html,,PHP
346, Omeka REST Conversion Tool by W. Caleb McDaniel contains sample codes for converting data from Omeka API to CSV file.,Publishing,https://www.programmableweb.com/sample-source-code/omeka-rest-conversion-tool-w.-caleb-mcdaniel,https://gist.github.com/wcaleb/1f8f7f779df91fd43c37,,Python
347, Omeka REST Conversion Tool by Patrick Murray-John contains sample codes for converting data from Omeka API to CSV file.,Publishing,https://www.programmableweb.com/sample-source-code/omeka-conversion-tool-patrick-murray-john,https://github.com/patrickmj/OmekaApiToCsv,,PHP
348, Omeka REST Python Code Example by W. Caleb McDaniel contains sample codes for making requests to the Omeka REST API using Python.,Publishing,https://www.programmableweb.com/sample-source-code/omeka-python-sample-code-w.-caleb-mcdaniel,https://github.com/wcaleb/omekadd,,Python
349, Getty Images PHP Sample Code by Getty Images contains sample codes for making requests to the Getty Images API using PHP.,Images,https://www.programmableweb.com/sample-source-code/getty-images-php-sample-code-getty-images,https://github.com/gettyimages/gettyimages-api/blob/master/code-samples/PHP.md,,PHP
350, Getty Images JavaScript Sample Code by Getty Images contains sample codes for making requests to the Getty Images API using JavaScript.,Images,https://www.programmableweb.com/sample-source-code/getty-images-javascript-sample-code-getty-images,https://github.com/gettyimages/gettyimages-api/blob/master/code-samples/JavaScri...,,JavaScript
351, Imgur Android Objective-C Code Example by Geoff MacDonald contains sample codes for making requests to the Imgur API using Objective-C.,Images,https://www.programmableweb.com/sample-source-code/imgur-android-objective-c-code-example-geoff-macdonald,https://github.com/geoffmacd/ImgurSession,,Objective-C
352, Imgur Android Code Example by Imgur is a basic upload tutorial using Imgur API v3.,Images,https://www.programmableweb.com/sample-source-code/imgur-android-code-example-imgur,https://github.com/AKiniyalocts/imgur-android,,Java
353, This JavaScript source code allows for embedding a PandaDoc template into a user application or web site.,"Documents, Contracts, Electronic Signature",https://www.programmableweb.com/sample-source-code/pandadoc-javascript-embed-source-code,https://developers.pandadoc.com/docs-new.html#embed-pandadoc-into-your-applicati...,,JavaScript
354, This source code provides .NET programming language samples for Paynova API.,"Payments, Banking, Billing, Invoicing",https://www.programmableweb.com/sample-source-code/paynova-api-.net-api-client-source-code,https://github.com/Paynova/paynova-api-net-client-samples,,.Net
355, This sample provides JAVA programming language source code for use with Paynova API.,"Payments, Banking, Billing, Invoicing",https://www.programmableweb.com/sample-source-code/paynova-api-java-client-source-code,https://github.com/Paynova/paynova-api-java-client/blob/master/pom.xml,,Java
356, This source code is a repository of .NET programming language samples for use with Paynova API .NET API Client.,"Payments, Banking, Invoicing, Mobile",https://www.programmableweb.com/sample-source-code/paynova-api-.net-client-source-code,https://github.com/Paynova/paynova-api-net-client-samples,,.Net
357, This PHP sample code displays the Paynova REST API. Pay nova API PHP Client Sample requires PHP version of 5.3.0 or higher and curl.,"Payments, Banking, Invoicing, Mobile",https://www.programmableweb.com/sample-source-code/paynova-api-php-client-sample-source-code,https://github.com/Paynova/paynova-api-php-client-samples/blob/master/paynova-sa...,,PHP
358, This library provides C#/.NET source code for Character and CharacterKey interface in EVE Online XML API.,Games,https://www.programmableweb.com/sample-source-code/eve-online-xml-api-c.net-source-code,https://wiki.eveonline.com/en/wiki/XML_API_Getting_Started#C.23_.2F_.NET,,".Net, C#"
359, This source code provides PHP programming language to retrieve API Key information and Pilot Tracking for EVE Online XML API.,Games,https://www.programmableweb.com/sample-source-code/eve-online-xml-api-php-source-code,https://wiki.eveonline.com/en/wiki/XML_API_Getting_Started#PHP,,PHP
360," This source code provides Python programming language for EVE Online XML API request functions such as, Get Public Corporation Info and Get Private Character Info.",Games,https://www.programmableweb.com/sample-source-code/eve-online-xml-api-python-source-code,https://wiki.eveonline.com/en/wiki/XML_API_Getting_Started#Python,,Python
361, This PHP source code provides a simple checkout page example for Stripe API.,"Payments, Billing, Financial",https://www.programmableweb.com/sample-source-code/stripe-api-php-source-code,https://www.programmableweb.com/how-to/stripe-api-javascript-source-code,,PHP
362, This JavaScript source code provides a sample checkout page for the Stripe API.,"Payments, Billing, Financial",https://www.programmableweb.com/sample-source-code/stripe-api-javascript-source-code,https://gist.github.com/boucher/1750375,,JavaScript
363," This Pinterest API sample code allows asynchronous loading of the Pin It Button Widget, by posting this JavaScript snippet on the page.","Social, Photos",https://www.programmableweb.com/sample-source-code/pinterest-api-javascript-source-code,https://developers.pinterest.com/pin_it/,,JavaScript
364, This ESPN API source code uses JavaScript to print story headlines and loop through ESPN headlines.,"Sports, News Services",https://www.programmableweb.com/sample-source-code/espn-api-headlines-source-code,https://gist.github.com/espnapi/3139054,,JavaScript
365," This sample code for CloudRail API demonstrates how to send authorization requests to Dropbox and Google, receive a hello message, and a root folder printed to the user console in JavaScript.","Internet of Things, Cloud, Developers",https://www.programmableweb.com/sample-source-code/cloudrail-api-javascript-source-code,http://cloudrail.com/developers/sample-code/#javascript,,JavaScript
366," This Amazon Product Advertising API sample provides ""Introduction to AWS for C# Developers"" source code.",eCommerce,https://www.programmableweb.com/sample-source-code/amazon-product-advertising-introduction-to-aws-c-developers-source-code,https://aws.amazon.com/code/Product-Advertising-API/875,,C#
367, This Amazon Product Advertising API source code demonstrates how to use Perl to send a signed REST/Query request.,eCommerce,https://www.programmableweb.com/sample-source-code/amazon-product-advertising-api-signed-requests-sample-code-perl-restquery-source-code,https://aws.amazon.com/code/Product-Advertising-API/2482,,PERL
368, This Amazon Product Advertising API\ source code demonstrates how to use C# tp send a signed SOAP request.,eCommerce,https://www.programmableweb.com/sample-source-code/amazon-product-advertising-api-signed-requests-sample-code-c-soap-source-code,https://aws.amazon.com/code/Product-Advertising-API/2481,,C#
369, This C# code sample demonstrates a signed REST/Query request made to Amazon Product Advertising API.,eCommerce,https://www.programmableweb.com/sample-source-code/amazon-product-advertising-api-signed-requests-sample-code-c-restquery-source-code,https://aws.amazon.com/code/Product-Advertising-API/2480,,C#
370, This Amazon Product Advertising API source code demonstrates how to use JAVA language so send a signed SOAP request.,eCommerce,https://www.programmableweb.com/sample-source-code/amazon-product-advertising-api-signed-requests-sample-code-java-soap-source-code,https://aws.amazon.com/code/Product-Advertising-API/2479,,Java
371, This sample code demonstrates how to use JAVA language to send Amazon Product Advertising API a signed REST/Query.,eCommerce,https://www.programmableweb.com/sample-source-code/amazon-product-advertising-api-signed-requests-java-restquery-source-code,https://aws.amazon.com/code/Product-Advertising-API/2478,,Java
372, This C# source code requires the use of .NET Framework for reservation functions on Expedia API.,"Travel, Booking, Hotels, Reservations",https://www.programmableweb.com/sample-source-code/expedia-api-c-.net-source-code,http://70.42.224.32/xmldocs/example/v3-cSharpNet.html,,".Net, C#"
373, This source code provides PHP language Simple XML for Hotel List Response for Expedia API.,"Travel, Booking, Referrals, Reservations",https://www.programmableweb.com/sample-source-code/expedia-api-php-simple-xml-source-code,https://gist.github.com/hakre/5585567,,PHP
374," These Vine API code snippets provide Get Notifications, Get Popular, Get Single Post, Get Tag, Get User Data, Get User Data-Self, Get User Timeline and Delete Logout in .Net language.","Video, Mobile",https://www.programmableweb.com/sample-source-code/vine-api-.net-source-code,https://www.mashape.com/community/vine-app,,.Net
375," These Vine API code snippets provide Get Notifications, Get Popular, Get Single Post, Get Tag, Get User Data, Get User Data-Self, Get User Timeline and Delete Logout in Ruby language.","Video, Mobile",https://www.programmableweb.com/sample-source-code/vine-api-ruby-source-code,https://www.mashape.com/community/vine-app,,Ruby
376," These Vine API code snippets provide Get Notifications, Get Popular, Get Single Post, Get Tag, Get User Data, Get User Data-Self, Get User Timeline and Delete Logout in Objective-C language.","Video, Mobile",https://www.programmableweb.com/sample-source-code/vine-api-objective-c-source-code,https://www.mashape.com/community/vine-app,,Objective-C
377," These Vine API code snippets provide Get Notifications, Get Popular, Get Single Post, Get Tag, Get User Data, Get User Data-Self, Get User Timeline and Delete Logout in Python language.","Video, Mobile",https://www.programmableweb.com/sample-source-code/vine-api-python-source-code,https://www.mashape.com/community/vine-app,,Python
378," These Vine API code snippets provide Get Notifications, Get Popular, Get Single Post, Get Tag, Get User Data, Get User Data-Self, Get User Timeline and Delete Logout in PHP language.","Video, Mobile",https://www.programmableweb.com/sample-source-code/vine-api-php-source-code,https://www.mashape.com/community/vine-app,,PHP
379," These Vine API code snippets provide Get Notifications, Get Popular, Get Single Post, Get Tag, Get User Data, Get User Data-Self, Get User Timeline and Delete Logout in Node.js language.","Video, Mobile",https://www.programmableweb.com/sample-source-code/vine-api-node.js-source-code,https://www.mashape.com/community/vine-app,,Node.js
380," These Vine API code snippets provide Get Notifications, Get Popular, Get Single Post, Get Tag, Get User Data, Get User Data-Self, Get User Timeline and Delete Logout in Java language.","Video, Mobile",https://www.programmableweb.com/sample-source-code/vine-api-java-source-code,https://www.mashape.com/community/vine-app,,Java
381, This SEOmoz API source code provides Ruby language samples for batching url and signed authentication sample.,"Search, Analytics, Business, SEO",https://www.programmableweb.com/sample-source-code/seomoz-api-ruby-source-code,https://github.com/seomoz/SEOmozAPISamples/tree/master/ruby,,Ruby
382, This SEOmoz API Source Code provides PHP language to perform the update links_constants.php function.,"Search, Analytics, Business, SEO",https://www.programmableweb.com/sample-source-code/seomoz-api-php-source-code,https://github.com/seomoz/SEOmozAPISamples/commit/09f6ba246dc0f91c4a9d5c2a041b88...,,PHP
383, This SEOmoz API source code provides JAVA language sample for initial migration for Wiki.,"Search, Analytics, Business, SEO",https://www.programmableweb.com/sample-source-code/seomoz-api-java-source-code,https://github.com/seomoz/SEOmozAPISamples/tree/master/java/complete,,Java
384," This PushApps Remote Server API source code allows for RegisterDevice, UnregisterDevice, CreateNotification, and GetDevices function implementation in PHP language.","Messaging, Application Development, Notifications",https://www.programmableweb.com/sample-source-code/pushapps-remote-server-api-php-source-code,http://wiki.pushapps.mobi/display/PUSHAPPS/PHP,,PHP
385, The Bing Maps SDK C# Pushpin code sample demonstrates how to place interactive pushpin icons onto a map using C# programming language and Bing Maps SDK.,"Mapping, Localization, Location",https://www.programmableweb.com/sample-source-code/microsoft-bing-maps-sdk-c-pushpin-code-sample,https://code.msdn.microsoft.com/bing/Bing-Maps-Pushpin-Sample-a10f582b,,C#
386," Bing Maps Custom Animations In Bing Maps code sample demonstrates how to add custom animations to Bing Maps using C#, Visual Basic, C++, .NET, or JavaScript. Code sample is provided for scaling pushpin when hovered, drop a pushpin, bounce a pushpin, animate pushpin along a straight line path, animate pushpin along a geodesic path, animate the drawing of a straight line path, and animate the drawing of a geodesic path animation functions.","Mapping, Animation, Customization",https://www.programmableweb.com/sample-source-code/microsoft-bing-maps-custom-animations-bing-maps-code-example,https://code.msdn.microsoft.com/bing/Custom-Animations-in-Bing-eda51660,,".Net, C#, C++, JavaScript, Visual Basic"
387," World Weather Online provides a demo in Node.js. available on Github. The site where the example is accessible offers features and instructions to run the code. To facilitate integration, more code examples, resources, and tools are available on WWO site.","Weather, Location, Predictions",https://www.programmableweb.com/sample-source-code/world-weather-online-ruby-node.js-code-example,https://github.com/WorldWeatherOnline/nodejswwo,,Node.js
388, World Weather Online provides a code example in Ruby and Ruby on rails. Premium API demo is available. Web applications related to weather could be released in less time using less code. Developers can consult a variety of resources in the website to integrate weather services into projects.,"Weather, Location, Predictions",https://www.programmableweb.com/sample-source-code/world-weather-online-ruby-code-example,https://developer.worldweatheronline.com/page/code_examples,,Ruby
389," World Weather Online offers iOS and Objective-C code example. Mobile and desktop applications could be supplemented with particular predictions features, especially if the app services go beyond users' location.The site offers a Premium API demo as well.","Weather, Location, Predictions",https://www.programmableweb.com/sample-source-code/world-weather-online-ios-code-example,https://developer.worldweatheronline.com/page/code_examples,,Objective-C
390," Because PHP can be used on Micosoft Windows, Mac OS X, Linux, Unix, and RISC OS, developers could benefit from this code example offered by World Weather Online. The download contains free PHP and PHP curl in addition to a Premium API demo.","Weather, Predictions",https://www.programmableweb.com/sample-source-code/world-weather-online-php-code-example,https://developer.worldweatheronline.com/page/code_examples,,PHP
391," A World Weather Online JavaScript Code Example is available on the official site. Writing apps for smartphones and writing OS desktop programs are just two possibilities to develop projects related to weather, location, and predictions. Premium API source files are available.","Weather, Location, Predictions",https://www.programmableweb.com/sample-source-code/world-weather-online-javascript-code-example,https://developer.worldweatheronline.com/page/code_examples,,JavaScript
392, World Weather Online provides a code example in Visual Basic. A Microsoft resource of this kind could be useful for developers who aim to program with objects and components and design for performance and compatibility. VB.Net is available for download along with a Premium API demo project.,"Weather, Location, Predictions",https://www.programmableweb.com/sample-source-code/world-weather-online-vb.net-code-example,https://developer.worldweatheronline.com/page/code_examples,,Visual Basic
393," World Weather Online offers a code example in C# language. This is a free resource that aims to facilitate the development of programs and documentation. Additional to the C# code, users can download a Premium API demo project in zip file.","Weather, Location, Predictions",https://www.programmableweb.com/sample-source-code/world-weather-online-c-code-example,https://developer.worldweatheronline.com/page/code_examples,,C#
394," This VBA Source Code provides samples for extracting data from the World Bank API. This code sample allows country name, region, income level, lending type, capital city, longitudinal and latitudinal data to be extracted in VBA format on all countries that the World Bank profiles.","Reference, Enterprise, Financial, Government, Photos",https://www.programmableweb.com/sample-source-code/world-bank-api-vba-source-code,http://www.codeforexcelandoutlook.com/vba/world-bank-api/,,Visual Basic
395," This VBA source code provides sample code needed to extract data from the Wordnik API using VBA. Possible data extraction includes the following: word, definition, related words, word frequency, punctuation, word examples, auto-complete, word of the day, and random word.","Reference, Dictionary, Spelling",https://www.programmableweb.com/sample-source-code/wordnik-working-wording-api-vba,http://www.codeforexcelandoutlook.com/vba/wordnik-api/,,Visual Basic
396," This VBA source code for the New Times Newspaper NY Legislature API provides sample code for collecting data about legislative members and bills. The source code for retrievable data includes the following: members by chamber, district, committee, membership, recent bills, and ancillary functions.","Government, News Services, Reference",https://www.programmableweb.com/sample-source-code/new-york-times-ny-state-legislature-api-vba-source-code,http://www.codeforexcelandoutlook.com/vba/nys-legislature-api-examples/,,Visual Basic
397," This Ruby source code uses Geoloqi triggers and an x10 controller to control lighting in a home, through SMS messages sent when you enter or leave a specific location.","Mapping, Mobile",https://www.programmableweb.com/sample-source-code/geology-api-home-automation-source-code,https://developers.geoloqi.com/sample-code,,Ruby
398, This Geoloqi Ruby source code provides the script for creating a Geoloqi layer that creates triggers to send messages to people when they enter specific locations via SMS or push notification. This code also documents instance on the users homepage.,"Mapping, Mobile",https://www.programmableweb.com/sample-source-code/geoloqi-api-sample-geoloqi-layer-ruby-source-code,https://github.com/geoloqi/Sample-Geoloqi-Layer,,Ruby
399, This YouTube API Ruby source code shows how an associated request can upload a video to a channel using the video.insert method.,"Video, Media",https://www.programmableweb.com/sample-source-code/youtube-api-upload-video-ruby-source-code,https://developers.google.com/youtube/v3/code_samples/ruby#upload_a_video,,Ruby
400, This YouTube API Ruby code sample adds a specific channel subscription through a call to the subscriptions.insert method.,"Video, Media",https://www.programmableweb.com/sample-source-code/youtube-api-add-channel-subscription-ruby-source-code,https://developers.google.com/youtube/v3/code_samples/ruby#add_a_channel_subscri...,,Ruby
401, This Ruby source code for YouTube API demonstrates how to call the search.list method to generate results from a specific keyword search.,"Video, Media",https://www.programmableweb.com/sample-source-code/youtube-api-search-keyword-ruby-source-code,https://developers.google.com/youtube/v3/code_samples/ruby#search_by_keyword,,Ruby
402, This YouTube API Ruby source code retrieves a list of uploaded videos and retrieves the channel's playlist ID for uploaded videos through calls to the playlistItems.list method and channel.list method with mine parameter set to true.,"Video, Media",https://www.programmableweb.com/sample-source-code/youtube-api-retrieve-my-uploads-ruby-source-code,https://developers.google.com/youtube/v3/code_samples/ruby#retrieve_my_uploads,,Ruby
403, This YouTube API Ruby source code shows how to post a bulletin requested by the associated channel using the activities.insert method.,Video,https://www.programmableweb.com/sample-source-code/youtube-api-post-channel-bulletin-ruby-source-code,https://developers.google.com/youtube/v3/code_samples/ruby#post_a_channel_bullet...,,Ruby
404," This YouTube API Ruby source code conducts the process of an OAuth2 authorization that verifies credential in a local file, and if the file is not found, it opens a script browser to wait for a response and returned local credentials to save.","Video, Media",https://www.programmableweb.com/sample-source-code/youtube-api-authorize-request-ruby-source-code,https://developers.google.com/youtube/v3/code_samples/ruby#authorize_a_request,,Ruby
405, This YouTube API Python source code demonstrates how an authorized owner of a channel can use a request to remove a watermarked image from their channel using the watermarks.unset method.,"Video, Media",https://www.programmableweb.com/sample-source-code/youtube-api-remove-watermark-image-channel-python-source-code,https://developers.google.com/youtube/v3/code_samples/python#remove_a_watermark_...,,Python
406, This YouTube API Python source code demonstrates how an image that is watermarked can be uploaded and set by an authorized channel owner using the watermarks.set method.,"Video, Media",https://www.programmableweb.com/sample-source-code/youtube-api-upload-watermark-image-and-set-it-channel,https://developers.google.com/youtube/v3/code_samples/python#upload_a_watermark_...,,Python
407, This YouTube API Python source code shows how to use an authorized channel's request to update its video using the videos.update method,"Video, Media",https://www.programmableweb.com/sample-source-code/youtube-api-update-video-python-source-code,https://developers.google.com/youtube/v3/code_samples/python#update_a_video,,Python
408, This YouTube API Python source code shows how to set a like or positively rate a video using the videos.rate method.,"Video, Media",https://www.programmableweb.com/sample-source-code/youtube-api-rate-video-python-source-code,https://developers.google.com/youtube/v3/code_samples/python#rate__like__a_video,,Python
409, This YouTube API Python source code shows how an associated request can upload a video to a channel using the video.insert method.,"Video, Media",https://www.programmableweb.com/sample-source-code/youtube-api-upload-video-python-source-code,https://developers.google.com/youtube/v3/code_samples/python#upload_a_video_thum...,,Python
410, This YouTube API Python source code demonstrates how to upload and set an image as a thumbnail for a video on an authorized channel by using thumbnails.set method.,"Video, Media",https://www.programmableweb.com/sample-source-code/youtube-api-upload-video-thumbnail-image-python-source-code,https://developers.google.com/youtube/v3/code_samples/python#upload_a_video_thum...,,Python
411, This YouTube API Python code sample adds a specific channel subscription through a call to the subscriptions.insert method.,"Video, Media",https://www.programmableweb.com/sample-source-code/youtube-api-add-channel-subscription-python-source-code,https://developers.google.com/youtube/v3/code_samples/python#add_a_channel_subsc...,,Python
412, This YouTube API Python source code retrieves a list of Freebase topics based on a user query through a code call to the API's search.list method.,"Video, Media",https://www.programmableweb.com/sample-source-code/youtube-api-search-topic-python-source-code,https://developers.google.com/youtube/v3/code_samples/python#search_by_topic,,Python
413, This Python source code for YouTube API demonstrates how to call the search.list method to generate results from a specific keyword search.,"Video, Media",https://www.programmableweb.com/sample-source-code/youtube-api-search-keyword-python-source-code,https://developers.google.com/youtube/v3/code_samples/python#search_by_keyword,,Python
414, This YouTube API Python source code demonstrates how to generate a private playlist and add video to a user's channel.,"Video, Media",https://www.programmableweb.com/sample-source-code/youtube-api-create-playlist-python-source-code,https://developers.google.com/youtube/v3/code_samples/python#create_a_playlist,,Python
415, This YouTube API Python source code retrieves a list of uploaded videos and retrieves the channel's playlist ID for uploaded videos through calls to the playlistItems.list method and channel.list method with mine parameter set to true.,"Video, Media",https://www.programmableweb.com/sample-source-code/youtube-api-retrieve-my-uploads-python-source-code,https://developers.google.com/youtube/v3/code_samples/python#retrieve_my_uploads,,Python
416," This YouTube API source code sets the invideoPromotion property, through the channel.update method, to add a featured video.","Video, Media",https://www.programmableweb.com/sample-source-code/youtube-api-add-featured-video-python-source-code,https://developers.google.com/youtube/v3/code_samples/python#add_a_featured_vide...,,Python
