,Framework Name,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
259,Tower Node.js Framework by Tower," Tower is a Node.js framework that offers small components for building apps, manipulating data, and automating a distributed infrastructure.",12.27.2015,https://www.programmableweb.com/framework/tower-node.js-framework-tower,Node.js,Independent Developer,http://tower.github.io/,https://github.com/tower/tower,
260,Wintersmith.js Node.js Framework Johan Nordberg," Wintersmith is a simple yet flexible static site generator. It takes contents (markdown, less, scripts, etc), transforms them using plugins and outputs a static website (html, css, images, etc) that you can host anywhere.",12.27.2015,https://www.programmableweb.com/framework/wintersmith.js-node.js-framework-johan-nordberg,Node.js,Independent Developer,http://wintersmith.io/,https://github.com/jnordberg/wintersmith,
261,Sixpack Node.js Framework by SeatGeek," Sixpack is a Node.js framework that offers an A/B testing across multiple programming languages. The framework exposes an API for client libraries and contains two features: Sixpack-server which facilitates the responding to web requests as well as Sixpack-web, a web dashboard for tracking and acting on your A/B tests. Sixpack-web is optional.",12.27.2015,https://www.programmableweb.com/framework/sixpack-node.js-framework-seatgeek,Node.js,SeatGeek,http://sixpack.seatgeek.com/,https://github.com/seatgeek/sixpack,
262,Frisby.js Node.js Framework by Vance Lucas, Frisby is a REST API testing framework that intends to be built on node.js and Jasmine that facilitates API endpoint testing. The framework requires Node.js and NPM for installation.,12.27.2015,https://www.programmableweb.com/framework/frisby.js-node.js-framework-vance-lucas,Node.js,Independent Developer,http://frisbyjs.com/,https://github.com/vlucas/frisby/,
263,Wheels Node.js Framework by Stanislav, The Wheels Node.js Framework aims to offer an object-oriented web framework that is written in CoffeeScript.,12.27.2015,https://www.programmableweb.com/framework/wheels-node.js-framework-stanislav,Node.js,Independent Developer,http://stanislavfeldman.github.io/wheels/,https://github.com/stanislavfeldman/wheels,
264,Axt Node.js Framework by Gabriel Reiser, The AXT framework intends to provide an extendable javascript framework for working both in Node.js and browsers. The frameworks aims to be for MVC appilcations in Node.js and client side servers.,12.27.2015,https://www.programmableweb.com/framework/axt-node.js-framework-gabriel-reiser,Node.js,Independent Developer,https://github.com/Shogun147/Katana,https://github.com/Shogun147/Katana,
265,Meryl Node.js Framework by kadirpekel, Meryl aims to be a minimalist web framework for Node.js platforms that offers modication and minimal code.,12.27.2015,https://www.programmableweb.com/framework/meryl-node.js-framework-kadirpekel,Node.js,Independent Developer,https://github.com/kadirpekel/meryl,https://github.com/kadirpekel/meryl,
266,Omni Node.js Framework by Kevin Bedi," Omni.js is written in Node.js and offers a Backbone.js framework for real-time app development. The framework aims to provide models, collections, and events on the server, and automated permissions for clients.",12.27.2015,https://www.programmableweb.com/framework/omni-node.js-framework-kevin-bedi,Node.js,Independent Developer,https://github.com/Mashlol/omni,https://github.com/Mashlol/omni,
267,Itty Python Framework by Daniel Lindsley," Itty is a Python framework that aims to provide a micro-framework that is influenced by Sinatra. The framework intends to support routing, basic responses, HTTP status codes, files uploads, static media serving as well as others.",12.27.2015,https://www.programmableweb.com/framework/itty-python-framework-daniel-lindsley,Python,Independent Developer,https://github.com/toastdriven/itty/,https://github.com/toastdriven/itty/,
268,Flask Python Framework by Armin Ronacher," Flask is a Python microframework that aims to be based on Werkzeug, Jinja 2.",12.27.2015,https://www.programmableweb.com/framework/flask-python-framework-armin-ronacher,Python,Independent Developer,http://flask.pocoo.org/,https://github.com/mitsuhiko/flask,
269,Cyclone.io Python Framework by Alexandre Fiori, Cyclone provides developers with a web server framework for Python that implements the Tornado API as a Twisted protocol.,12.27.2015,https://www.programmableweb.com/framework/cyclone.io-python-framework-alexandre-fiori,Python,Independent Developer,http://cyclone.io/,https://github.com/fiorix/cyclone,
270,CherryPy Python Framework by CherryPy, CherryPy allows for the building of web applications in a manner similar to building other object-oriented Python programs. This intends to permit a smaller source code.,12.27.2015,https://www.programmableweb.com/framework/cherrypy-python-framework-cherrypy,Python,Independent Developer,http://www.cherrypy.org/,https://groups.google.com/forum/#!forum/cherrypy-users,
271,Bottle Python Framework by Marcel Hellkamp, Bottle intends to offer developers a lightweight WSGI micro web-framework for Python. The frameworks aims to be distributed as a single file module with no dependencies other than the Python Standard Library.,12.27.2015,https://www.programmableweb.com/framework/bottle-python-framework-marcel-hellkamp,Python,Independent Developer,http://bottlepy.org/docs/dev/,https://github.com/bottlepy/bottle,
272,Bobo Python Framework by Zope Foundation, Bobo aims to be a light-weight framework for creating WSGI web applications. It intends to offer mapping URLs to objects and calling objects to generate HTTP responses.,12.27.2015,https://www.programmableweb.com/framework/bobo-python-framework-zope-foundation,Python,Independent Developer,http://bobo.digicool.com/en/latest/index.html,https://github.com/zopefoundation/bobo,
273,Polpetta Node.js Framework by Andrea Giammarchi, Polpetta is a script that aims to be able to initialize a node.js server in any folder you want and behave like CGI or PHP. This aims to provide a not static file serving only as well as dynamic content.,12.27.2015,https://www.programmableweb.com/framework/polpetta-node.js-framework-andrea-giammarchi,Node.js,Independent Developer,https://github.com/WebReflection/polpetta,https://github.com/WebReflection/polpetta,
274,Nombo Node.js Framework by Jonathan Gros-Dubois," Nombo is an Open Source Node.js framework that allows for the building of highly scalable, rich cloud applications.",12.27.2015,https://www.programmableweb.com/framework/nombo-node.js-framework-jonathan-gros-dubois,Node.js,Independent Developer,http://nombo.io/,https://github.com/jondubois/nombo,
275,Protos Node.js Framework by derDesign," Protos is a Web Application Framework for Node.js that runs on Linux, FreeBSD &amp; OSX.",12.27.2015,https://www.programmableweb.com/framework/protos-node.js-framework-derdesign,Node.js,Independent Developer,https://github.com/derdesign/protos,https://github.com/derdesign/protos,
276,Impress Node.js Framework by Timur Shemsedinov, Impress is a Node.js framework that intends to offer developers an application server for Node.js. The framework offers features such as; no callback chain; hierarchically inheritable hash routing instead ;monolithic high coupling core with obligatory things optimized for performance as well as many others.,12.27.2015,https://www.programmableweb.com/framework/impress-node.js-framework-timur-shemsedinov,Node.js,Independent Developer,https://github.com/tshemsedinov/impress,https://github.com/tshemsedinov/impress,
277,Seki Node.js Framework by Danny Ayers," Seki is a Node.js framework that aims to operate as a Web server. The framework intends to build queries from HTTP requests and transporting to the SPARQL server, formatting the results (to HTML, JSON, and others) and passing them back to the client.",12.27.2015,https://www.programmableweb.com/framework/seki-node.js-framework-danny-ayers,Node.js,Independent Developer,https://github.com/danja/seki,https://github.com/danja/seki,
278,Rapid Rest Node.js Framework by Jason Rudland, Rapid Rest is a Node.js framework that intends to offer developers a minimal overhead Node.js REST server.,12.27.2015,https://www.programmableweb.com/framework/rapid-rest-node.js-framework-jason-rudland,Node.js,Independent Developer,https://github.com/knowlecules/rapid-rest,https://github.com/knowlecules/rapid-rest,
279,Spludo Node.js Framework by DracoBlue," The Spludo Node.js Framework aims to be a high performance, evented, server side, prototype based, javascript MVC web framework. It intends to offer DI+AOP and a Convention-Over-Configuration Approach.",12.27.2015,https://www.programmableweb.com/framework/spludo-node.js-framework-dracoblue,Node.js,Independent Developer,https://github.com/DracoBlue/spludo,https://github.com/DracoBlue/spludo,
280,Web Node.js Framework by Will Wen Gunn, Webjs is a JavaScript framework that uses Node.js as a means to offer developers websites' and web apps' with a server-side script that is more stable and more readable.,12.27.2015,https://www.programmableweb.com/framework/web-node.js-framework-will-wen-gunn,Node.js,Independent Developer,http://iwillwen.github.io/webjs/,https://github.com/iwillwen/webjs,
281,Bone Node.js Framework by Brad Carleton," Bone.io allows for the building of real time HTML5 apps using web sockets to deliver ""hot"" data to a browser. This aims to provide a construct rich, highly responsive user interface for developers.",12.27.2015,https://www.programmableweb.com/framework/bone-node.js-framework-brad-carleton,Node.js,Independent Developer,http://bone.io/,https://github.com/techpines/bone.io,
282,Pintura Node.js Framework by Kris Zyp," Pintura aims to be a cross-platform, server side JavaScript based REST architecture web framework that uses standards based in HTTP client/server interaction with a focus on JSON formatted data. The framework allows for the use of a RESTful HTTP/JSON interface to data,that can create data models and automatically provide a HTTP interface. In further aims to provide reusable CommonJS modules and JSGI middleware to be used on a JSGI compliant JavaScript platform, but tested on NodeJS and RingoJS.",12.27.2015,https://www.programmableweb.com/framework/pintura-node.js-framework-kris-zyp,Node.js,Independent Developer,http://www.persvr.org/,https://github.com/kriszyp/pintura,
283,Fortune Node.js Framework by Fortune," Fortune is a Node.js framework the aims to offer an application system for Node.js &amp; web browsers. It intends to provide a data access layer (adapter), business logic layer (transform), and presentation layer (serializer). These layers allow for multiple data sources to be exposed via multiple formats through a uniform interface.",12.27.2015,https://www.programmableweb.com/framework/fortune-node.js-framework-fortune,Node.js,Independent Developer,http://fortunejs.com/,https://github.com/fortunejs/fortune,
284,Flatiron Node.js Framework by flatIron," Flatiron is a Node.js framework that intends to offer a built collection of decoupled, unobtrusive tools that can operate in unison and independently. It aims to promote code organization and sustainability by clearly separating development concerns.",12.27.2015,https://www.programmableweb.com/framework/flatiron-node.js-framework-flatiron,Node.js,Independent Developer,http://flatironjs.org/,https://github.com/flatiron/flatiron,
285,SimpleS Node.js Framework by Micleușanu Nicu," simpleS is a web framework for Node.JS that is aimed to be designed for the creatation of HTTP(S) servers and clients with features such as routing for http requests, static files, and errors, unique interface for requests and responses, and virtual hosting as well as others.",12.27.2015,https://www.programmableweb.com/framework/simples-node.js-framework-micleu%C8%99anu-nicu,Node.js,Independent Developer,http://micnic.github.io/simpleS/,https://github.com/micnic/simpleS,
286,MEAN.JS JavaScript Framework by MEAN.JS," The MEAN.JS JavaScript Framework by MEAN.JS is designed to help developers build and maintain web applications using MongoDB, Express, AngularJS, and Node.js.",12.27.2015,https://www.programmableweb.com/framework/mean.js-javascript-framework-mean.js,JavaScript,Independent Developer,http://meanjs.org/,https://github.com/meanjs/mean,
287,MicroBees JavaScript SDK by MicroBees, The MicroBees JavaScript SDK by MicroBees provides integration with an Internet of Things system to existing JavaScript applications. It can be used to connect with all of MicroBees' products.,12.21.2015,https://www.programmableweb.com/framework/microbees-javascript-sdk-microbees,JavaScript,MicroBees,https://github.com/microBeesTech/javascript-sdk,,
288,HTML9 JavaScript Framework by Louis Lazaris," The HTML9 JavaScript Framework by Louis Lazaris is a flexible, dependency-free, lightweight, device-agnostic, modular, baked-in, component framework MVC library designed to allow for a responsive CSS-based app architecture.",12.21.2015,https://www.programmableweb.com/framework/html9-javascript-framework-louis-lazaris,JavaScript,Independent Developer,http://html9responsiveboilerstrapjs.com/,https://github.com/impressivewebs/HTML9-Responsive-Boilerstrap-js/blob/master/README.md,
289,RestMVC Node.js Framework by Keith Larsen," The goal of RestMVC is to provide a simple framework that assists deveopers to write a RESTful webservice using NodeJs, Express, Mongoose, and MongoDB. It's goal is to take out the repetition of code writing and allow for application development.",12.10.2015,https://www.programmableweb.com/framework/restmvc-node.js-framework-keith-larsen,Node.js,Independent Developer,https://github.com/keithnlarsen/restmvc.js/,https://github.com/keithnlarsen/restmvc.js/,
290,Ni Node.js Framework by Chetan Surpur," The Node.js framework Ni intends to offer a structure for organizing a application project and a file structure separated into models, views, controllers, libraries and helpers.",12.10.2015,https://www.programmableweb.com/framework/ni-node.js-framework-chetan-surpur,Node.js,Independent Developer,https://github.com/chetan51/ni,https://github.com/chetan51/ni,
291,Tachi Node.js Framework by Ed," Tachi aims to provide developers with accelerated application development tools. The framework intends to offer an inital node.js MVC app, using a view syntax and an ASP.NET MVC-style project layout. Tachi aims to provide rapid development with an expandable feature set, and additional support of features to achieve that goal.",12.10.2015,https://www.programmableweb.com/framework/tachi-node.js-framework-ed,Node.js,Independent Developer,https://github.com/EdJ/Tachi,https://github.com/EdJ/Tachi,
292,Roosevelt Node.js Framework by Eric Newport, Roosevelt aims to be a web application development framework based on Express. Roosevelt intends to abstract all boilerplates necessary to build a typical Express app and provide a uniform MVC structure for application development.,12.10.2015,https://www.programmableweb.com/framework/roosevelt-node.js-framework-eric-newport,Node.js,Independent Developer,https://github.com/kethinov/roosevelt,https://github.com/kethinov/roosevelt,
293,Twee.io Node.js Framework by Twee.io, Twee.io is a Node.js framework that offers developers conventions that will protect OOP and MVC maneer code from issues that arise in big projects and applications.,12.10.2015,https://www.programmableweb.com/framework/twee.io-node.js-framework-twee.io,Node.js,Independent Developer,http://twee.io/,https://github.com/tweeio/twee-framework/,
294,Grasshopper Node.js Framework by Chandra Sekar S," Grasshopper is a Node.js framework that offers web application development support. The framework provides features such as integrated support for dependency injection, filter for intercepting requests, supports basic and digest authentication, and the compression of static files.",12.10.2015,https://www.programmableweb.com/framework/grasshopper-node.js-framework-chandra-sekar-s,Node.js,Independent Developer,http://tuxychandru.github.io/grasshopper/,https://github.com/tuxychandru/grasshopper,
295,Spine JavaScript Framework by Spine JS Project, Spine is a lightweight MVC library for building JavaScript web applications. It intends to offer developers structure and an architecture that complements patterns such as de-coupled components and CommonJS modules to help with code quality and maintainability. The framework's library is written in CoffeeScript.,12.10.2015,https://www.programmableweb.com/framework/spine-javascript-framework-spine-js-project,JavaScript,Independent Developer,http://spine.github.io/,https://github.com/spine/spine,
296,Rappid Node.js Framework by Rappid," rAppid.js intends to offer developers a declarative javascript web application framework for rapid web application development. It allows for the use of XML to define the structure of the application and to configure components such as datasources or routes. The framework aims to work by allowing the XML (XAML) to be translated to javascript components during runtime to render itself as HTML5 DOM elements. The framework was initally designed as a pure client side javascript library, however, it now offers an expendable web server with a request pipeline and different request handlers.",12.10.2015,https://www.programmableweb.com/framework/rappid-node.js-framework-rappid,Node.js,Independent Developer,http://www.rappidjs.com/#/home,https://github.com/rappid/rAppid.js,
297,Josi Node.js Framework by Matt Lee," Josi is a web framework for node.js that aims to be a MVC web framework (e.g. ASP.NET MVC, Rails, Django). It allows for common features with Node.js, such as its asynchronous, event driven nature, possible to utilitze.",12.10.2015,https://www.programmableweb.com/framework/josi-node.js-framework-matt-lee,Node.js,Independent Developer,http://thatismatt.github.io/josi/,https://github.com/thatismatt/josi,
298,Raddish Node.js Framework by Jasper van Rijbroek, Raddish is an open-source NodeJS Framework that aims to provide a framework for modern web applications. The framework aims to be a design pattern based architecure that gives developers more flexibility in application development and features. It allows for what is written to be resuable and extensible pieces of code.,12.10.2015,https://www.programmableweb.com/framework/raddish-node.js-framework-jasper-van-rijbroek,Node.js,Independent Developer,http://getraddish.com/,https://github.com/JaspervRijbroek/raddish,
299,Code Kart Node.js Framework by Yangjie Pro," Codekart is a Node.js framework that intends to havea very small footprint, built for Node.js developers who need a simple toolkit to create full-featured web applications. The framework allows for developers to use shared hosting accounts and clients with deadlines.",12.10.2015,https://www.programmableweb.com/framework/code-kart-node.js-framework-yangjie-pro,Node.js,Independent Developer,http://codekart.jojoin.com/,https://github.com/yangjiePro/Codekart,
300,Locomotive Node.js Framework by Jared Hanson, Locomotive is a framework that aims to bring structure and MVC patterns to web applications using Node and Express.,12.10.2015,https://www.programmableweb.com/framework/locomotive-node.js-framework-jared-hanson,Node.js,Independent Developer,http://locomotivejs.org/,https://github.com/jaredhanson/locomotive,
301,Trintejs Node.js Framework by Alexey Gordeyev, Trintejs is a MVC boilerplate framework for ExpressJS backed by CaminteJS and Bootstrap.,12.10.2015,https://www.programmableweb.com/framework/trintejs-node.js-framework-alexey-gordeyev,Node.js,Independent Developer,http://www.trintejs.com/,https://github.com/biggora/trinte,
302,Agni Node.js Framework by Lorenzo Tabacchini," Agni is a web framework built on top of Express, based on the principle of convention over configuration. It intends to allow for a thin layer of abstraction for route definition and directory organization, without giving up the full power and flexibility of Express. The framework does not include any database abstraction system, but leaves this choice to the developer.",12.10.2015,https://www.programmableweb.com/framework/agni-node.js-framework-lorenzo-tabacchini,Node.js,Independent Developer,http://lortabac.github.com/agni/,https://github.com/lortabac/agni,
303,Sleekjs Node.js Framework by Cubet Techno Labs, Sleek.js is an MVC Wrapper Framework implemented from Node.jS that aims to be built-in with base dependency on handlebars.js. The Sleek.js architecture allows developers to follow the common format of MVC to handle and build sites with pluggable modules &amp; themes support.,12.10.2015,https://www.programmableweb.com/framework/sleekjs-node.js-framework-cubet-techno-labs,Node.js,Cubet Technto Labs,http://www.sleekjs.com/,https://github.com/cubettech/sleekjs,
304,Geddy Node.js Framework by Geddy, Geddy is a Node.js framework that aims to provide a structured web framework for web development.,12.10.2015,https://www.programmableweb.com/framework/geddy-node.js-framework-geddy,Node.js,Independent Developer,http://geddyjs.org/,https://github.com/geddy/geddy/,
305,Compoundjs Node.js Framework by Anatoliy," Compoundjs is a MVC framework that aims to work on servers and browsers to build web applications to provide well-organized interfaces for Express compatible applications. The framework is a compound of three things: the Express framework, structure, and extensions.",12.10.2015,https://www.programmableweb.com/framework/compoundjs-node.js-framework-anatoliy,Node.js,Independent Developer,http://compoundjs.com/,https://github.com/1602/compound/,
306,Strapi Node.js Framework by Wistity HQ," Strapi aims to be an open-source Node.js rich framework for building applications and services. The framework allows for developers to write reusable application logic and spend less time on building infrastructure. The framework sits on top of Koa. It intends to combine small modules that work together to provide maintainability, and structural conventions to Node.js applications.",12.10.2015,https://www.programmableweb.com/framework/strapi-node.js-framework-wistity-hq,Node.js,Independent Developer,http://strapi.io/,https://github.com/wistityhq/strapi/,
307,Adnois Node.js Framework by Aman Virk, The Adonis framework is a MVC framework written in Node.js that intends to offer a customized resource for writing scalable applications by allowing for the defining of expressive routes and writing terminal commands.,12.10.2015,https://www.programmableweb.com/framework/adnois-node.js-framework-aman-virk,Node.js,Independent Developer,http://adonisjs.com/,https://github.com/adonisjs/adonis-framework,
308,Sail.js Node.js Framework by Sail.js," The Sail.js Node.js Framework is designed to help developers create Node.js websites and applications. It provides methods for managing assets, uploading files, and managing features.",12.10.2015,https://www.programmableweb.com/framework/sail.js-node.js-framework-sail.js,"JavaScript, Node.js",Independent Developer,http://sailsjs.org/#!/documentation/concepts,http://sailsjs.org/#!/documentation/concepts,
309,Hapi Node.js Framework by Hapi," The Hapi framework's objective is to be a configuration-centric framework with built-in support for input validation, caching, authentication, and other essential facilities for building web and services applications. hapi enables developers to focus on writing reusable application logic in a highly modular and prescriptive approach.",12.07.2015,https://www.programmableweb.com/framework/hapi-node.js-framework-hapi,Node.js,Independent Developer,http://hapijs.com/,https://github.com/hapijs/hapi,
310,Pomelo Node.js Framework by NetEase," Pomelo offers developers a scalable game server framework for node.js. The framework provides the development framework and many related components, including libraries and tools. Pomelo aims to be suitable for real-time web applications; its distributed architecture makes pomelo scale differently than other real-time frameworks.",12.07.2015,https://www.programmableweb.com/framework/pomelo-node.js-framework-netease,Node.js,NetEase,http://pomelo.netease.com/,https://github.com/NetEase/pomelo,
311,Facet Node.js Framework by Facet," Provides extensible common utility classes for rapid JSON API development. Offers the following functionality for abstration of middleware specific code for framework agnostic use; handling of request/response lifecycle; built in CRUD functionality via find, findOne, create, update, delete functions for various resources.",12.07.2015,https://www.programmableweb.com/framework/facet-node.js-framework-facet,Node.js,Independent Developer,http://facet.github.io/platform/,https://github.com/facet/platform,
312,Noder Node.js Framework by Nicolab, Noder Node.js framework aims to be a lightweight and flexible core to create a scalable API. Starting a project quickly with a modular API.,12.07.2015,https://www.programmableweb.com/framework/noder-node.js-framework-nicolab,Node.js,Nicolab,http://noder.io/,https://github.com/noder-io/noder.io,
313,Restify Node.js Framework by Restify, Restify is a Node.js framework that intends to offer a micro-framework for building REST APIs.,12.07.2015,https://www.programmableweb.com/framework/restify-node.js-framework-restify,Node.js,Restify,http://restify.com/,https://github.com/restify/node-restify,
314,Rhapsody Node.js Framework by RhapsodyJS," RhapsodyJS aims to be a HMVC framework that runs on top of Express 4 while also creating a RESTful API for models. Additionally, it supports sockets, middleware/policies system, and includes other features.",12.07.2015,https://www.programmableweb.com/framework/rhapsody-node.js-framework-rhapsodyjs,Node.js,Independent Developer,http://rhapsodyjs.github.io/,https://github.com/rhapsodyjs/RhapsodyJS,
315,Koa Node.js Framework by Koajs," Koa aims to be an expressive HTTP middleware for node.js to make web applications and APIs less complicated to write. Koa's middleware stack flows in a stack-like manner, allowing developers to perform actions downstream then filter and manipulate the response upstream. Koa's use of generators also facilates readability and robustness to an application.",12.07.2015,https://www.programmableweb.com/framework/koa-node.js-framework-koajs,Node.js,Independent Developer,http://koajs.com/,https://github.com/koajs/koa,
316,Percolator Node.js Framework by Gregg Caines," Percolator aims to be a framework for building quality HTTP APIs in Node.js. It's features include quality, public-facing APIs, single page and mobile applications.",12.07.2015,https://www.programmableweb.com/framework/percolator-node.js-framework-gregg-caines,Node.js,Independent Developer,https://github.com/cainus/percolator,https://github.com/cainus/percolator,
317,Keystone Node.js Framework by KeystoneJS," KeystoneJS is a Node.js framework that intends to provide a content management system and web application framework built onexpress and mongoose. Keystone offers the ability to create web sites and application, and comes with an auto-generated Admin UI.",12.07.2015,https://www.programmableweb.com/framework/keystone-node.js-framework-keystonejs,Node.js,Independent Developer,https://github.com/keystonejs/keystone,http://www.keystonejs.com/,
318,Diet Node.js Framework by Ádám Halász, diet.js aims to be a modular node.js web framework that offers scalable application and API development.,12.07.2015,https://www.programmableweb.com/framework/diet-node.js-framework-%C3%A1d%C3%A1m-hal%C3%A1sz,Node.js,Independent Developer,https://github.com/adamhalasz/diet,http://dietjs.com/,
319,Restberry Node.js Framework by Mattias Eriksson, Restberry intends to provide a framework for setting up RESTful JSON APIs with NodeJS. It allows for the indentification of models and setup CRUD API calls without the need for code writing to write code. API calls handle and identify issues as well as issue necessary HTTP responses and alerts to debug error responses. Restberry also provides authentication and permission checks and throws appropriate errors.,12.07.2015,https://www.programmableweb.com/framework/restberry-node.js-framework-mattias-eriksson,Node.js,Independent Developer,http://restberry.com/,https://github.com/materik/restberry,
320,Loopback Node.js API Framework by StrongLoop," The Loopback Node.js API Framework by StrongLoop provides a dynamic open source Node.js framework optimized for building end-to-end APIs for mobile, web, and other devices. The Loopback framework offers a set of Node.js modules that can be used together or independently to build applications. Developers can connect to multiple data sources, write business logic in Node.js, glue on top of existing services and data, connect using JS, iOS &amp; Android SDKs, and much more.",12.07.2015,https://www.programmableweb.com/framework/loopback-node.js-api-framework-strongloop,Node.js,StrongLoop,http://loopback.io/,https://github.com/strongloop/loopback/,
321,Actionhero Node.js Framework by Evan Tahler, The Actionhero.js framework aims to be a multi-transport Node.JS API Server with integrated cluster capabilities and delayed tasks..,12.07.2015,https://www.programmableweb.com/framework/actionhero-node.js-framework-evan-tahler,Node.js,Independent Developer,http://www.actionherojs.com/,https://github.com/evantahler/actionhero,
322,Danf Node.js Framework by Gnodi," Danf intends to provide a javascript/node.js full-stack isomorphic OOP framework allowing to code the same way on both client-side (browser) and server-side (node.js). It provides many features to produce scalable, maintainable, testable and performant applications.",12.07.2015,https://www.programmableweb.com/framework/danf-node.js-framework-gnodi,Node.js,Independent Developer,https://github.com/gnodi/danf/,https://github.com/gnodi/danf/,
323,COKE Node.js Framework by DreamersLab, The COKE Node.js framework aims to provide developers with a full stack MVC framework that expedites web development.,12.07.2015,https://www.programmableweb.com/framework/coke-node.js-framework-dreamerslab,Node.js,DreamersLab,http://coke-js.org/,https://github.com/dreamerslab/coke/,
324,SocketStream Node.js Framework by SocketStream, SocketStream aims to be a Node.js framework for realtime web applications.,12.07.2015,https://www.programmableweb.com/framework/socketstream-node.js-framework-socketstream,Node.js,Independent Developer,https://socketstream.com/,https://github.com/socketstream/socketstream,
325,Chocolatejs Node.js Framework by JC Levy, Chocolatejs Node.js Framework aims to be a full stack and isomorphic Node.js web framework and online ide. The framework is an experimental Node.js web application framework built using Coffeescript.,12.07.2015,https://www.programmableweb.com/framework/chocolatejs-node.js-framework-jc-levy,Node.js,Independent Developer,https://chocolatejs.org/,https://github.com/jclevy/chocolatejs,
326,Sane Stack Node.js Framework by Sane, The Sane Stack is a Node.js framework that offers developers a Sails and Ember cli to faciliate application development. This framework is cited as being an early prototype with further developments to come.,12.07.2015,https://www.programmableweb.com/framework/sane-stack-node.js-framework-sane,Node.js,Independent Developer,http://sanestack.com/,https://github.com/sane/sane,
327,Catberry Node.js Framework by Catberry," Catberry is a Node.js framework that offers developers Flux architecture, isomorphic web-components and progressive rendering.",12.07.2015,https://www.programmableweb.com/framework/catberry-node.js-framework-catberry,Node.js,Independent Developer,http://catberry.org/,https://github.com/catberry/catberry,
328,AllcountJS Node.js Framework by AllcountJS," AllcountJS Node.js Framework intends to provide an open source full-stack Node.js framework for application development. The framework's objective is to be designed to build production-ready web and mobile business applications. It offers business applications such for basic ones like CRUD as well as the more complex such as CRM, inventory, accounting and other enterprise systems that have domain objects with different views.",12.07.2015,https://www.programmableweb.com/framework/allcountjs-node.js-framework-allcountjs,Node.js,AllcountJS,https://allcountjs.com/,https://github.com/allcount/allcountjs/,
329,Koa Node.js Framework by Koa," Koa is a Node.js web framework that allows users to ditch callbacks and increase error handling by leveraging generators. It's designed by the same team that designed Express. Koa was made to be smaller, more expressive, and more robust.",11.30.2015,https://www.programmableweb.com/framework/koa-node.js-framework-koa,Node.js,Independent Developer,http://koajs.com/,,
330,Mediator JavaScript Framework by Jack Lawson," Mediator is a JavaScript framework that intends to provide a class that allows a developer to register, unregister, and call subscriber methods to help event-based, asyncronous programming. The framework's purpose is to make the usage of WebSockets, Ajax calls, DOM events, or other asynchronous operations easy to maintain and test.",11.30.2015,https://www.programmableweb.com/framework/mediator-javascript-framework-jack-lawson,JavaScript,Independent Developer,http://thejacklawson.com/Mediator.js/,https://github.com/ajacksified/Mediator.js,
331,140 Medley JavaScript Framework by Honza Pokorny," The 140 Medley JavaScript Framework by Honza Pokorny aims to be a micro-framework or a collection of small, helpful utilities for common javascript tasks.",11.30.2015,https://www.programmableweb.com/framework/140-medley-javascript-framework-honza-pokorny,JavaScript,Independent Developer,https://github.com/honza/140medley,https://github.com/honza/140medley,
332,Rococo JavaScript Framework by Rococo, The Rococo JavaScript Framework offers developers a strict subset of Javascript (BlackScript). BlackScript is like Javascript but has no:,11.25.2015,https://www.programmableweb.com/framework/rococo-javascript-framework-rococo,JavaScript,Independent Developer,http://schuttelaar.github.io/Rococo/,https://github.com/schuttelaar/Rococo,
333,Janis JavaScript Framework by Janis, The Janis JavaScript frameworks aims to be a lightweight framework that provides animations via CSS transitions for modern browsers on the web as well as mobile devices. The goal of the framework is to organize commonly used methods of animating DOM elements in JavaScript.,11.25.2015,https://www.programmableweb.com/framework/janis-javascript-framework-janis,JavaScript,Independent Developer,http://mikemctiernan.github.io/Janis/,https://github.com/MikeMcTiernan/Janis,
334,Lotus Ruby Framework by Luca Guidi," The Lotus Ruby Framework offers developers an Object Oriented Programming option to web development,",11.25.2015,https://www.programmableweb.com/framework/lotus-ruby-framework-luca-guidi,Ruby,Independent Developer,http://lotusrb.org/,,
335,Padrinorb Ruby Framework by Padrino," The Padrinorb ruby Framework's goal is offer developers core principles of the Sinatra Ruby Framework while creating a standard library of tools, helpers and functions that will make Sinatra suitable for increasingly complex applications.",11.25.2015,https://www.programmableweb.com/framework/padrinorb-ruby-framework-padrino,Ruby,Independent Developer,http://www.padrinorb.com/,,
336,NYNY Ruby Framework by Andrei Lisnic," The NYNY Ruby Framework offers developers a micro web framework for testing applications on modern browsers. It's features include Rack middleware that allows for the use inside of Sinatra, Rails, and other Rack-based apps and being ~300 LOC in size.",11.25.2015,https://www.programmableweb.com/framework/nyny-ruby-framework-andrei-lisnic,Ruby,Independent Developer,http://alisnic.github.io/nyny/,https://github.com/alisnic/nyny,
337,Grape Ruby Framework by Ruby Grape," The Grape Ruby Framework allows for the building of lightweight APIs with Ruby when a larger framework like Ruby on Rails isn't needed. It aims to be a REST-like API micro-framework built to work with existing web application frameworks by providing DSL to provide APIs. The framework's features include: built-in support for common conventions such as multiple formats, subdomain/prefix restriction, and versioning.",11.25.2015,https://www.programmableweb.com/framework/grape-ruby-framework-ruby-grape,Ruby,Independent Developer,http://intridea.github.io/grape/,https://github.com/ruby-grape/grape,
